SupplierName,Dept,Service,NatAnal,ModuleName,Company,Account,Site,Section,Structure,Intercompany,Nature,Major,Minor,GroupSectionAndDescription,LedgerName,Source,Category,SupplierNumber,SupplierName_Fake,DocumentCurrency,Ledgercurrency,AmoutinEUR,DebitEnteredAmount,CreditEnteredAmount,DebitAccountedAmount,CreditAccountedAmount,DateCreated,POOrderedDate,DueDate
EXMXM NDM INC,IN,DIR,Invoices sent,PA,Quantum Dynamics Group,6457708,MXA,14360B,7950,407,N30_ENERGY_V,MAJ20_Cascade_FE_F,MIN0610,1462 ISIT BSS Production Sytems (PS),MX_839_PL_MXN,,GL_Intercompany,11,Optimal Distribution Co,EUR,CAD,25252.05,955.12,0,299.15,0,06/02/2025,08/23/2025,09/23/2025
TWABH JKQ INC,IN,Communications,Telecom Voice,PO,Apex Innovations Ltd,6466200,RIO,96501C,7956,723,N94_ENERGY_F,MAJ20_Allocation_FE_F,MIN0937,9815 Expenses to be reinvoiced or reallocated,CA_407_PL_CAD,MICH_EPW_GLJRNLINTF,GL_Allocation,27,Excellence Products Co,MXN,BRL,248353.93,520.39,0,836.02,0,04/23/2025,08/23/2025,08/23/2025
ZXCDD BQQ INC,MQ,ACC,Depreciation,GL,Quantum Dynamics Group,6437210,CGR,14360B,7950,589,N24_FE_MISC_INCOME_F,MAJ09_Travel_F,MIN0915,9828 Other operational expenses & revenue non allocated,US_415_PL_USD,Receivables,Interface,32,Essential Materials Ltd,GBP,MXN,701458.16,968.76,0,670.42,0,06/27/2024,10/18/2025,10/28/2025
BHHJW VWN INC,IN,DEV,Depreciation,AP,Nexus Enterprise Holdings,9830206,MTC,96501C,7950,589,N91_MASA_F,MAJ06_Utilities_Energy_V,MIN2043,1436 ISIT Infra Service Line EUX (End User Experience),BR_414_PL_BRL,Payables,Purchase Invoices,2,Advanced Systems Group,CAD,USD,892129.13,347.9,0,539.89,0,01/11/2023,04/28/2025,09/02/2025
LXZUG ARL INC,MQ,GOSM,Purchases,AP,Quantum Dynamics Group,6447710,LAV,14480A,7950,415,N11_MASA_F,MAJ04_Salary_Labor_F,MIN0420,1440 ISIT Infra Data centre & applications platforms (DAP),US_415_PL_USD,MICH_CAW_GLJRNLINTF,GL_Payroll_Auto_Reversal,19,Mega Solutions LLC,GBP,MXN,912754.54,306.32,0,802.1,0,10/26/2025,10/31/2025,10/31/2025
UYZPM KZG INC,MQ,Maestro,Taxes,PO,Nexus Enterprise Holdings,6240200,LAV,14562Z,7956,589,N70_DEPRECIATION_F,MAJ03_Temporary_Other_Labor_V,MIN0430,1436 ISIT Infra Service Line EUX (End User Experience),MX_839_PL_USD,Payables,GL_Accrual_Auto_Reversal,13,Quality Components Ltd,MXN,USD,482073.86,942.68,0,332.39,0,03/14/2023,12/17/2023,05/08/2024
UBFRQ BSX INC,DIR,AFFILIATE,Other expenses,GL,Nexus Enterprise Holdings,6310707,MTC,96500N,7956,415,N91_MASA_F,MAJ20_Cascade_FE_F,MIN0420,1434 ISIT Method & Quality,MX_589_PL_MXN,CLL F189 INTEGRATED RCV,Sales Invoices,40,Integrated Solutions Ltd,BRL,CAD,937357.34,637.5,0,838.29,0,12/19/2023,08/04/2024,09/22/2025
QZUFG VDI INC,IN,Communications,Other expenses,AP,Apex Innovations Ltd,6580000,PP1,14480A,7956,407,N21_FE_V,MAJ20_Cascade_DEPRECIATION_F,MIN0510,1456 ISIT Charge back central,MX_589_PL_MXN,Manual,GL_Intercompany,9,Innovation Industries Corp,USD,BRL,180.13,885.2,0,776.31,0,06/04/2023,06/06/2025,06/09/2025
WWIQQ UQU INC,DIR,AFFILIATE,Telecom Voice,AP,Nexus Enterprise Holdings,6447703,PP1,14360A,7956,407,N93_ENERGY_V,MAJ08_Industrial_Supplies_V,MIN0430,1462 ISIT BSS Production Sytems (PS),US_415_PL_USD,,Write-off,38,Quality First Industries,GBP,CAD,699070.63,23.99,0,263.22,0,02/03/2024,09/24/2024,02/22/2025
NWQXI RXG INC,DIR,IN DIR,Invoices sent,INV,TechnoGlobal Industries,6448100,MXA,96501B,7956,409,N94_ENERGY_F,MAJ09_General_Overhead_V,MIN2071,1444 ISIT Infra Service Line NET (Network),US_415_PL_USD,Assets,REC,37,Advanced Systems Group,USD,USD,152183.88,645.72,0,467.12,0,05/01/2024,08/25/2025,09/29/2025
TJDAJ OBI INC,DIR,NET,Maintenance & Rental,INV,Nexus Enterprise Holdings,6417205,PPC,14580B,7956,567,N11_MASA_F,MAJ20_Cascade_FE_F,MIN0960,1470 ISIT BSS IS Region managers (ISRM),US_415_PL_USD,,GL_Supplier_Auto_Reversal,21,Global Resources Ltd,CAD,BRL,621619.77,748.45,0,705.59,0,06/17/2023,07/06/2023,01/07/2024
ADTAC NGC INC,MQ,Maestro,Other expenses,INV,Apex Innovations Ltd,6448707,CGR,14580B,7956,409,N87_FE_F,MAJ16_FA_Disposal,MIN0937,1452 ISIT Infra Management,,,GL_Intercompany,23,Precision Services Co,CAD,MXN,941462.83,773.1,0,95.45,0,11/19/2024,02/08/2025,08/04/2025
YVYWJ HJM INC,DIR,ES,Other expenses,GL,Apex Innovations Ltd,6437704,GRU,14320G,7950,415,N81_MASA_F,MAJ16_FA_Disposal,MIN0915,9650 Other operational expenses & revenues,CA_407_PL_CAD,Manual,CIP Adjustment,22,Strategic Components LLC,USD,BRL,441174.23,226.7,0,363.45,0,04/22/2024,03/15/2025,07/04/2025
XUGFF KEQ INC,DIR,NET,Invoices sent,AP,Quantum Dynamics Group,6419999,RES,14580A,7956,796,N30_ENERGY_V,MAJ15_Depreciation_F,MIN1120,1456 ISIT Charge back central,MX_839_PL_MXN,CLL F189 INTEGRATED RCV,Labor Cost,42,Reliable Suppliers Group,GBP,USD,182912.39,693.13,0,641.06,0,03/28/2025,06/13/2025,08/03/2025
YTRAW DBJ INC,IN,AFFILIATE,Internal,AP,Quantum Dynamics Group,6152000,PP1,14660A,7956,409,N93_ENERGY_V,MAJ03_Temporary_Other_Labor_V,MIN0410,9828 Other operational expenses & revenue non allocated,MX_589_PL_MXN,Receivables,GL_Legal_Adjustments,1,Global Tech Solutions,CAD,BRL,674393.34,940.06,0,416.38,0,11/11/2024,09/23/2025,10/22/2025
AJNEH ONP INC,MQ,IN DIR,External Resources,PO,TechnoGlobal Industries,6262000,MXA,14661C,7956,0,N81_MASA_F,MAJ09_General_Overhead_V,MIN0916,1466 ISIT BSS Supply Chain (SC),,Spreadsheet,GL_Equity,40,Optimal Resources Inc,MXN,USD,850348.52,445.01,0,910.68,0,11/21/2024,05/29/2025,06/10/2025
RHOSP VPN INC,IN,OTHER OP,Salaries,GL,Meridian Solutions Corp,6473100,RES,14440A,7956,567,N88_CESSIONS_DORD,MAJ16_FA_Disposal,MIN0420,1436 ISIT Infra Service Line EUX (End User Experience),,Spreadsheet,Inventory,48,Modern Solutions LLC,BRL,MXN,900564.07,382.52,0,589.98,0,07/08/2023,09/24/2025,10/22/2025
RGGVY NNV INC,BSS,OTHER OP,Capitalized production (PRIM),PA,Apex Innovations Ltd,6135700,RES,96500Q,7956,511,N70_DEPRECIATION_F,MAJ09_Travel_F,MIN0830,1456 ISIT Charge back central,,Recurring,Write-off,23,Superior Technologies Inc,CAD,CAD,581249.72,114.75,0,578.24,0,03/02/2024,07/24/2024,09/06/2025
DXIOT MKG INC,BSS,EC,Internal,INV,Nexus Enterprise Holdings,6060000,GRU,14440A,7950,415,N97_FE_F,MAJ02_Prod_Maint_Wages_V,MIN0917,1452 ISIT Infra Management,BR_414_PL_BRL,Payables,Inventory,23,Quality First Industries,CAD,BRL,412117.94,20.36,0,751.34,0,09/01/2023,02/23/2024,09/21/2025
DTWOA EUS INC,DIR,DEV,Training,PO,Quantum Dynamics Group,6468703,CGR,14580A,7956,407,N21_FE_V,MAJ09_Travel_F,MIN0415,1436 ISIT Infra Service Line EUX (End User Experience),MX_839_PL_USD,MassAllocation,Usage Cost,39,Integrated Solutions Ltd,BRL,USD,70577.75,418.39,0,996.24,0,08/04/2024,12/31/2024,03/31/2025
JLIDZ GVO INC,BSS,IN DIR,Invoices sent,PA,Meridian Solutions Corp,6877100,GRU,14640A,7950,723,N70_DEPRECIATION_F,MAJ05_Maintenance_F,MIN0923,1464 ISIT BSS Research & development (RD),US_415_PL_USD,Recurring,Addition,36,Superior Quality Goods,GBP,USD,200135.83,317.73,0,725.7,0,12/09/2023,08/31/2024,05/24/2025
ACQYH OMH INC,IN,GOSM,Invoices sent,PA,Quantum Dynamics Group,6745000,MAN,98158Z,7950,589,N94_ENERGY_F,MAJ06_Utilities_Energy_V,MIN0965,1460 ISIT BSS Methods & Sales (MS),CA_407_PL_CAD,MassAllocation,GL_Payroll,12,Strategic Industries Inc,USD,MXN,75007.66,358.3,0,457.1,0,07/18/2024,02/24/2025,07/26/2025
PUUVV DCB INC,DIR,MF,Travels,GL,Nexus Enterprise Holdings,6467201,MAN,98281C,7956,200,N22_FE_F,MAJ16_Restructuring,MIN0955,1456 ISIT Charge back central,CA_407_PL_CAD,Recurring,Misc Receipts,42,Elite Engineering Services,BRL,BRL,972689.19,516.55,0,914.52,0,02/27/2023,11/17/2024,05/06/2025
XQSCM QAD INC,BSS,Group EUX,Telecom Voice,INV,TechnoGlobal Industries,6748000,MXA,14661C,7950,0,N11_MASA_F,MAJ20_Cascade_ENERGY_V,MIN0910,1434 ISIT Method & Quality,BR_414_PL_BRL,MICH_EPW_GLJRNLINTF,GL_Financial,25,First Class Services Ltd,BRL,MXN,53740.45,360.11,0,944.4,0,11/23/2023,05/03/2025,07/03/2025
MAGJF ULH INC,DIR,D1 DAP,Salaries,PA,Apex Innovations Ltd,6467202,PP1,96501B,7956,409,N91_MASA_F,MAJ08_Industrial_Supplies_V,MIN0511,1448 ISIT Infra Transverse operations (GOM),MX_589_PL_MXN,Cost Management,Interface,8,Quality Components Ltd,EUR,USD,237749.74,137.1,0,800.69,0,04/08/2025,08/14/2025,10/18/2025
BVXLI YHS INC,MQ,EC,Telecom Voice,GL,Quantum Dynamics Group,6447100,RIO,14720A,7950,407,N81_MASA_F,MAJ02_Prod_Maint_Wages_V,MIN0610,1440 ISIT Infra Data centre & applications platforms (DAP),CA_407_PL_CAD,Recurring,GL_Supplier,40,Optimal Distribution Co,BRL,CAD,98543.28,921.16,0,566.09,0,09/07/2025,09/09/2025,10/16/2025
OLQYB CRB INC,IN,Group ES,Purchases,INV,Meridian Solutions Corp,6448715,MAN,14560B,7950,415,N21_FE_V,MAJ05_Maintenance_V,MIN0925,1452 ISIT Infra Management,MX_839_PL_MXN,Recurring,GL_AutoPrepa,25,Strategic Industries Inc,CAD,MXN,707357.6,255.41,0,642.81,0,06/27/2025,10/08/2025,10/08/2025
MJDYZ ZFD INC,MQ,OTHER OP,Telecom Voice,INV,Nexus Enterprise Holdings,6438100,CGR,14560B,7950,409,N21_FE_V,MAJ08_Industrial_Supplies_V,MIN0430,1470 ISIT BSS IS Region managers (ISRM),US_415_PL_USD,Spreadsheet,GL_Accrual_Auto_Reversal,9,Essential Services Co,USD,USD,732691.1,852.93,0,564.09,0,03/04/2025,05/21/2025,08/14/2025
NHDIN KKE INC,DIR,Group EUX,Telecom Data,PA,Quantum Dynamics Group,6310708,DDD,96501B,7950,589,N99_DEPRECIATION_F,MAJ15_Depreciation_F,MIN0937,1436 ISIT Infra Service Line EUX (End User Experience),,MICH_EPW_GLJRNLINTF,Adjustment,3,Advanced Materials Group,MXN,MXN,591985.86,812.66,0,324.74,0,08/26/2025,10/28/2025,10/29/2025
QXMYB RGJ INC,BSS,IN DIR,Taxes,INV,Nexus Enterprise Holdings,9830205,GRU,96501C,7956,407,N94_ENERGY_F,MAJ09_General_Overhead_F,MIN0521,1466 ISIT BSS Supply Chain (SC),MX_589_PL_MXN,MassAllocation,REC,44,Integrated Manufacturing,USD,BRL,283413.42,382.2,0,112.94,0,09/04/2024,03/01/2025,08/11/2025
DIITL TPK INC,DIR,IN DIR,Telecom Data,PA,TechnoGlobal Industries,6112000,CGR,14480B,7950,200,N70_DEPRECIATION_F,MAJ08_Industrial_Supplies_V,MIN2076,1458 ISIT BSS Entreprises Services (ES),CA_407_PL_CAD,Assets,GL_Financial_AutoReversal,29,Optimal Resources Inc,CAD,CAD,724208.83,48.95,0,519.76,0,07/28/2025,09/10/2025,10/15/2025
QGQYC AUJ INC,IN,Group EUX,Invoices sent,INV,Quantum Dynamics Group,6873100,MXA,14320J,7950,723,N99_DEPRECIATION_F,MAJ10_Advertising_F,MIN2063,1462 ISIT BSS Production Sytems (PS),BR_414_PL_BRL,Assets,Purchase Invoices,22,Optimal Distribution Co,CAD,BRL,772590.24,674.97,0,893.72,0,07/10/2023,08/02/2025,08/05/2025
IHQJF NQM INC,IN,Infra - Projects,Invoices sent,PA,Meridian Solutions Corp,6468200,PPC,98281C,7956,200,N24_FE_MISC_INCOME_F,MAJ09_Travel_F,MIN0936,1452 ISIT Infra Management,,Payables,GL_Equity,5,Premier Logistics Co,CAD,USD,284262.19,118.21,0,212.59,0,03/27/2025,06/04/2025,07/23/2025
TUSER GEK INC,IN,QPO,Invoices sent,GL,TechnoGlobal Industries,6438000,MTC,14700A,7956,723,N87_FE_F,MAJ04_Salary_Labor_F,MIN1110,9828 Other operational expenses & revenue non allocated,MX_589_PL_MXN,MICH_CAW_GLJRNLINTF,GL_Intercompany,13,Quality Components Ltd,GBP,MXN,966723.08,546.97,0,169.58,0,03/17/2025,09/03/2025,09/11/2025
IHQJF NQM INC,IN,D1 DAP,Telecom Data,AP,Nexus Enterprise Holdings,6468701,PPC,14480A,7950,567,N10_MASA_V,MAJ09_Travel_F,MIN2063,1456 ISIT Charge back central,,Projects,GL_Supplier_Auto_Reversal,23,Mega Distribution Group,EUR,USD,506732.18,945.85,0,652.43,0,10/05/2023,01/09/2024,02/16/2024
TAYFJ GQL INC,BSS,AFFILIATE,Maintenance & Rental,INV,Apex Innovations Ltd,6262701,PP1,14340A,7956,511,N24_FE_MISC_INCOME_F,MAJ20_Cascade_ENERGY_F,MIN0950,1464 ISIT BSS Research & development (RD),MX_839_PL_MXN,CLL F189 INTEGRATED RCV,Receiving,5,Prime Logistics Partners,BRL,MXN,20811.99,55.49,0,761.25,0,01/01/2024,02/10/2024,12/11/2024
ZTOPT WRO INC,MQ,AFFILIATE,Invoices sent,PA,Quantum Dynamics Group,6136000,CGR,14480A,7950,0,N11_MASA_F,MAJ20_Allocation_FE_F,MIN0415,1462 ISIT BSS Production Sytems (PS),BR_414_PL_BRL,Manual,GL_Tax,36,Certified Components Inc,GBP,CAD,449579.59,584.04,0,253.35,0,08/28/2023,11/20/2023,04/10/2025
UCUST SZS INC,BSS,Group EC,Invoices sent,INV,TechnoGlobal Industries,6418707,PPC,14520A,7956,796,N22_FE_F,MAJ20_Allocation_FE_F,MIN0919,1468 ISIT BSS Management,BR_414_PL_BRL,CLL F189 INTEGRATED RCV,GL_Equity,33,Strategic Components LLC,BRL,CAD,579037.65,641.51,0,936.76,0,11/23/2024,10/21/2025,10/22/2025
AYEAK KJF INC,MQ,ES,External Resources,INV,TechnoGlobal Industries,6458703,GRU,14562Z,7956,200,N97_FE_F,MAJ16_Restructuring,MIN0917,1468 ISIT BSS Management,BR_414_PL_BRL,MassAllocation,GL_Supplier,30,Essential Materials Ltd,MXN,USD,311061.58,989.75,0,734.65,0,10/05/2025,10/23/2025,10/30/2025
CKYLF OPF INC,DIR,MQ,Internal,GL,Quantum Dynamics Group,6733000,MAN,14660A,7956,567,N93_ENERGY_V,MAJ15_Depreciation_F,MIN2071,1434 ISIT Method & Quality,US_415_PL_USD,CLL F189 INTEGRATED RCV,Usage Cost,11,Excellence Products Co,GBP,USD,336192.23,708.24,0,681.8,0,12/30/2023,12/08/2024,01/14/2025
QYENC CFR INC,BSS,MF,Telecom Voice,PO,Meridian Solutions Corp,6448201,PP1,14320H,7950,589,N70_DEPRECIATION_F,MAJ20_Allocation_FE_F,MIN0923,1432 ISIT Region Direction,US_415_PL_USD,Recurring,Labor Cost,47,Progressive Technologies,USD,CAD,53536.2,638.44,0,812.98,0,07/04/2024,04/30/2025,07/12/2025
LZFYL GOA INC,BSS,Security,Travels,PA,Apex Innovations Ltd,6250700,GRU,14680B,7950,0,N87_FE_F,MAJ05_Maintenance_F,MIN0920,1458 ISIT BSS Entreprises Services (ES),MX_839_PL_USD,Cost Management,GL_AutoPrepa_AutoReverse,34,Elite Distribution Corp,CAD,MXN,269112.44,611.57,0,694.7,0,05/05/2023,04/23/2024,05/06/2024
AYEAK KJF INC,DIR,ACC,Travels,PA,Apex Innovations Ltd,6417706,MXA,14580A,7956,511,N93_ENERGY_V,MAJ20_Allocation_MASA_F,MIN2043,1468 ISIT BSS Management,US_415_PL_USD,Cost Management,GL_AutoPrepa,7,Mega Solutions LLC,EUR,USD,206970.02,450.67,0,418.9,0,11/26/2023,04/25/2025,10/31/2025
HRFTJ BII INC,BSS,MASS ALLOC,Capitalized production (PRIM),AP,Apex Innovations Ltd,6186000,LAV,14320J,7950,589,N24_FE_MISC_INCOME_F,MAJ20_Allocation_MASA_F,MIN0320,9650 Other operational expenses & revenues,MX_839_PL_MXN,Receivables,REC,26,Innovation Systems Ltd,GBP,CAD,856899.77,197.13,0,905.41,0,03/15/2025,03/17/2025,09/14/2025
QAWZE BZU INC,BSS,DIR,Invoices sent,GL,Quantum Dynamics Group,6877100,DDD,96500N,7950,589,N88_CESSIONS_DORD,MAJ03_Temporary_Other_Labor_V,MIN0510,1456 ISIT Charge back central,MX_839_PL_MXN,Receivables,Debit Memos,30,Dynamic Industries Inc,MXN,USD,629243.09,843.82,0,878.63,0,10/02/2024,06/13/2025,08/02/2025
BCGVM PJG INC,DIR,AFFILIATE,External Resources,PA,Apex Innovations Ltd,6417202,MAN,14600A,7956,409,N22_FE_F,MAJ21_Allocation_DORD,MIN0936,1460 ISIT BSS Methods & Sales (MS),US_415_PL_USD,MICH_CAW_GLJRNLINTF,GL_Tax,3,Integrated Manufacturing,EUR,MXN,747868.5,666.27,0,94.86,0,03/19/2025,07/11/2025,10/07/2025
PTCRL NVD INC,BSS,OPEN,Training,GL,TechnoGlobal Industries,6116000,RES,14600B,7950,415,N87_FE_F,MAJ20_Cascade_ENERGY_F,MIN0950,1436 ISIT Infra Service Line EUX (End User Experience),MX_839_PL_USD,Projects,GL_Legal_Adjustments,15,Precision Parts Corp,CAD,USD,991266.4,960.51,0,654.63,0,02/12/2023,09/30/2023,10/25/2023
NDWBY MQJ INC,BSS,Group ES,Taxes,PA,Quantum Dynamics Group,6210000,MXA,14320F,7956,567,N99_DEPRECIATION_F,MAJ20_Cascade_FE_F,MIN2043,1432 ISIT Region Direction,BR_414_PL_BRL,Projects,Addition,21,Prime Logistics Partners,GBP,CAD,900649.15,32.87,0,239.51,0,08/12/2024,12/12/2024,08/31/2025
QBRLE PFH INC,BSS,AFFILIATE,Salaries,GL,Nexus Enterprise Holdings,9860205,DDD,14562Z,7956,589,N91_MASA_F,MAJ16_Restructuring,MIN0915,1464 ISIT BSS Research & development (RD),CA_407_PL_CAD,Receivables,GL_Allocation_Auto_Revers,1,Strategic Components LLC,BRL,CAD,354426.43,242.74,0,326.74,0,12/08/2023,01/31/2025,03/21/2025
ITRYZ AWC INC,MQ,DIR,Taxes,GL,Apex Innovations Ltd,6136700,MAN,14580B,7956,409,N93_ENERGY_V,MAJ20_Cascade_FE_F,MIN1620,1448 ISIT Infra Transverse operations (GOM),CA_407_PL_CAD,Projects,Misc Receipts,19,Reliable Manufacturing Group,USD,CAD,436296.67,478.74,0,56.46,0,06/02/2025,10/17/2025,10/31/2025
TLNUA PFJ INC,MQ,DEV,Telecom Data,AP,Meridian Solutions Corp,6466200,PPC,14680B,7956,589,N99_DEPRECIATION_F,MAJ20_Cascade_ENERGY_F,MIN0930,1432 ISIT Region Direction,MX_839_PL_MXN,,Reclass,42,Prime Logistics Partners,EUR,USD,711635.48,125.02,0,967.97,0,08/31/2024,09/07/2025,10/07/2025
UKFZB RUO INC,BSS,DEV,Salaries,PA,TechnoGlobal Industries,6463000,CGR,96501B,7950,589,N93_ENERGY_V,MAJ03_Temporary_Other_Labor_V,MIN1010,1436 ISIT Infra Service Line EUX (End User Experience),MX_589_PL_MXN,CLL F189 INTEGRATED RCV,CIP Adjustment,45,Reliable Manufacturing Group,USD,MXN,670787.9,761.79,0,205.36,0,11/23/2024,08/24/2025,10/23/2025
LHGNH JEJ INC,IN,SC,Purchases,PA,Apex Innovations Ltd,6137000,PPC,98158Z,7956,415,N24_FE_MISC_INCOME_F,MAJ09_General_Overhead_V,MIN1510,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_USD,,GL_AutoPrepa,47,Prime Components Group,MXN,BRL,960983.83,993.98,0,678.32,0,06/02/2024,08/28/2025,09/04/2025
KNEHT ZGM INC,MQ,MF,Travels,INV,Quantum Dynamics Group,6252000,CGR,14360B,7950,0,N10_MASA_V,MAJ20_Cascade_FE_F,MIN0956,1468 ISIT BSS Management,MX_839_PL_USD,Assets,GL_Accrual_Auto_Reversal,34,Progressive Technologies,MXN,USD,781909.02,248.39,0,639.79,0,12/23/2024,10/23/2025,10/25/2025
RLVOY KBH INC,DIR,ES,Telecom Voice,INV,Nexus Enterprise Holdings,6416999,GRU,14600A,7956,0,N30_ENERGY_V,MAJ20_Cascade_FE_F,MIN0970,1462 ISIT BSS Production Sytems (PS),BR_414_PL_BRL,Assets,Interface,45,Certified Distribution Corp,BRL,CAD,56231.35,882.68,0,883.94,0,01/12/2024,08/16/2025,09/16/2025
IWWRG GWM INC,BSS,Maestro,Telecom Data,AP,Apex Innovations Ltd,6439100,CGR,14520A,7956,200,N10_MASA_V,MAJ20_Cascade_ENERGY_V,MIN2103,1460 ISIT BSS Methods & Sales (MS),MX_589_PL_MXN,Projects,GL_Intercompany_Reversal,22,Premier Logistics Co,EUR,USD,229197.04,715.6,0,386.42,0,11/06/2024,08/24/2025,09/16/2025
NJNMJ JDY INC,BSS,OPEN,Telecom Voice,PA,Apex Innovations Ltd,6418203,LAV,14600A,7956,200,N23_FE_TRAVEL_F,MAJ05_Maintenance_V,MIN0435,1470 ISIT BSS IS Region managers (ISRM),US_415_PL_USD,Cost Management,Sales Invoices,22,Excellence Manufacturing,EUR,MXN,353870.3,522.07,0,459.17,0,09/26/2025,10/15/2025,10/30/2025
HDBOK IKS INC,BSS,Communications,Internal,GL,Apex Innovations Ltd,6152000,CGR,96501B,7950,511,N87_FE_F,MAJ09_General_Overhead_V,MIN0916,1444 ISIT Infra Service Line NET (Network),US_415_PL_USD,CLL F189 INTEGRATED RCV,Retirement,20,Reliable Manufacturing Group,EUR,MXN,958696.14,856.31,0,707.19,0,04/20/2024,04/06/2025,07/24/2025
QHMUA NKR INC,MQ,QPO,External Resources,PA,Quantum Dynamics Group,6433000,PPC,14700A,7950,723,N11_MASA_F,MAJ08_Industrial_Supplies_V,MIN0940,1472 Allocation unpaid intra group invoices by companies from South America,US_415_PL_USD,,GL_Financial,17,Mega Distribution Group,CAD,CAD,495158.99,396.47,0,350.46,0,06/26/2023,08/03/2024,12/03/2024
ODENK MSP INC,BSS,EUX,Salaries,INV,Apex Innovations Ltd,6078100,LAV,14620A,7950,0,N21_FE_V,MAJ09_General_Overhead_V,MIN1110,1466 ISIT BSS Supply Chain (SC),MX_839_PL_MXN,,CIP Adjustment,49,Dynamic Solutions Group,BRL,MXN,245480.23,57.01,0,981.93,0,11/17/2024,05/21/2025,08/07/2025
TAYFJ GQL INC,MQ,Group ES,Telecom Voice,INV,Quantum Dynamics Group,6310280,DDD,14640A,7956,0,N97_FE_F,MAJ05_Maintenance_V,MIN0950,1432 ISIT Region Direction,MX_589_PL_MXN,Receivables,GL_AutoPrepa,5,Precision Services Co,BRL,USD,476866.71,978.64,0,878.14,0,03/22/2024,10/05/2025,10/31/2025
OCHJR UKJ INC,IN,ACC,Internal,GL,Nexus Enterprise Holdings,6262701,RES,14480B,7950,723,N94_ENERGY_F,MAJ09_General_Overhead_F,MIN1510,1452 ISIT Infra Management,MX_839_PL_USD,MICH_EPW_GLJRNLINTF,GL_Adjustment,33,Integrated Solutions Ltd,CAD,CAD,372948.58,140.7,0,732.71,0,01/29/2024,08/24/2024,10/10/2025
QEDZG SQG INC,IN,DIR,Invoices sent,PA,TechnoGlobal Industries,6250300,MAN,14600B,7956,407,N97_FE_F,MAJ06_Utilities_Energy_V,MIN0916,1466 ISIT BSS Supply Chain (SC),US_415_PL_USD,,Depreciation,21,Optimal Resources Inc,MXN,USD,606248.64,117.56,0,0.71,0,06/17/2024,07/24/2024,08/30/2024
WGDRN PEA INC,DIR,ACC,Training,GL,Nexus Enterprise Holdings,9103100,MAN,14680B,7956,0,N88_CESSIONS_DORD,MAJ02_Prod_Maint_Wages_V,MIN0830,1464 ISIT BSS Research & development (RD),,MassAllocation,GL_Intercompany,42,First Class Services Ltd,CAD,MXN,392061.26,902.46,0,435.66,0,04/12/2025,04/26/2025,07/15/2025
EDIHZ JGR INC,BSS,Group ES,Capitalized production (PRIM),PA,TechnoGlobal Industries,6871100,LAV,14680C,7956,589,N87_FE_F,MAJ03_Temporary_Other_Labor_V,MIN1630,1448 ISIT Infra Transverse operations (GOM),MX_839_PL_MXN,Manual,Freight,34,Advanced Systems Group,USD,BRL,190846.07,595.21,0,201.29,0,11/08/2024,05/09/2025,07/18/2025
SAQTJ TSI INC,DIR,ACC,Internal,GL,Meridian Solutions Corp,6448703,LAV,14400C,7956,200,N10_MASA_V,MAJ05_Maintenance_F,MIN2063,1462 ISIT BSS Production Sytems (PS),US_415_PL_USD,,Reclass,22,Leading Products Corp,USD,MXN,517980.96,189.17,0,987.67,0,11/03/2023,08/20/2025,10/08/2025
XNDVE FMG INC,DIR,Maestro,Capitalized production (PRIM),PA,Apex Innovations Ltd,6319000,MXA,96500N,7950,589,N24_FE_MISC_INCOME_F,MAJ07_Transportation_V,MIN1630,9650 Other operational expenses & revenues,MX_839_PL_MXN,Payables,GL_Tax,39,Reliable Suppliers Group,USD,MXN,798078.88,495.16,0,735.17,0,10/19/2025,10/31/2025,11/01/2025
WAOOZ POB INC,DIR,DIR,Taxes,INV,Nexus Enterprise Holdings,6439100,PPC,96500N,7950,589,N91_MASA_F,MAJ20_Cascade_FE_F,MIN2043,1436 ISIT Infra Service Line EUX (End User Experience),CA_407_PL_CAD,Spreadsheet,Retirement,7,Advanced Materials Group,EUR,CAD,35933.27,994.11,0,121.99,0,06/14/2023,08/25/2023,06/20/2024
XTCMC IUK INC,BSS,D1 DAP,Other expenses,PO,Quantum Dynamics Group,6449100,MTC,14600A,7956,415,N21_FE_V,MAJ06_Utilities_Energy_V,MIN0919,9828 Other operational expenses & revenue non allocated,MX_589_PL_MXN,MICH_CAW_GLJRNLINTF,GL_AutoPrepa_AutoReverse,12,Advanced Materials Group,GBP,CAD,782226.01,7.67,0,278.85,0,11/01/2025,11/01/2025,11/01/2025
KNEHT ZGM INC,IN,Security,Maintenance & Rental,AP,TechnoGlobal Industries,9419100,DDD,14580A,7956,723,N99_DEPRECIATION_F,MAJ11_Income,MIN0505,1470 ISIT BSS IS Region managers (ISRM),MX_589_PL_MXN,Assets,Misc Receipts,48,Innovation Industries Corp,MXN,USD,589951.1,443.11,0,999.14,0,02/13/2023,11/09/2023,11/27/2023
HJDBJ YHW INC,DIR,QPO,Other expenses,PA,Meridian Solutions Corp,6078100,LAV,14680B,7956,511,N22_FE_F,MAJ10_Advertising_F,MIN2005,1458 ISIT BSS Entreprises Services (ES),BR_414_PL_BRL,MICH_EPW_GLJRNLINTF,Freight,9,Dynamic Industries Inc,EUR,CAD,980406.48,335.77,0,511.68,0,12/30/2023,10/15/2025,10/28/2025
