Rgpt New Report,Detail,Supplier,Rgpt 2,Rgpt EURSI,Zone,Fcst 24 tx 24,Fcst 25 tx 25,fcst 26x forecast taux 25,company,Domain,DOMAIN,SL,Sourcing DB currency,Company currency,Dashboard currency Use,Generic suContracts,Reference Name of t Contract,Domain
NA,NA,4,1,1,EMEA,42.243,65.326,13.639,416 - XYZ,ASSI,BS,,BRL,EUR,EUR,BSS-Travel SA-MS3C-20221021,416 - XYZ BSS-Travel,BS
OK,BS,0,2,0,AMERICAS,52.843,64.408,52.448,416 - XYZ,FIN,BS,,USD,USD,EUR,BSS-Taxes SA-MS3C-20070218,416 - XYZ BSS-Taxes,BS
OK,BS,0,3,0,AMERICAS,45.093,46.99,78.849,414 - SML,OPS,BS,,EUR,EUR,EUR,BSS-Config SA-MS3C-20231103,414 - SML BSS-Config,BS
NA,NA,1,2,4,EMEA,84.149,96.155,59.92,416 - XYZ,ASSI,BS,,EUR,EUR,USD,BSS-Thom SA-MS3C-20130128,416 - XYZ BSS-Thom,BS
OK,XX,2,4,4,EMEA,91.74,3.377,88.971,414 - SML,FIN,BS,,BRL,USD,USD,BSS-Config SA-MS3C-20120720,414 - SML BSS-Config,BS
OK,BS,2,3,0,AMERICAS,41.643,76.274,67.729,415 - ABC,FIN,BS,,USD,EUR,USD,BSS-Other SA-MS3C-20241111,415 - ABC BSS-Other,BS
OK,NA,1,3,0,EMEA,37.441,32.125,68.418,414 - SML,OPS,BS,,BRL,USD,USD,BSS-Thom SA-MS3C-20051207,414 - SML BSS-Thom,BS
NA,NA,5,2,0,EMEA,95.511,40.487,57.018,415 - ABC,OPS,BS,,EUR,EUR,USD,BSS-Train SA-MS3C-20161212,415 - ABC BSS-Train,BS
NA,XX,4,3,5,AMERICAS,95.085,48.644,15.806,414 - SML,ASSI,BS,,EUR,USD,EUR,BSS-Config SA-MS3C-20061228,414 - SML BSS-Config,BS
NA,BS,4,0,5,APAC,81.955,47.481,20.865,415 - ABC,FIN,BS,,USD,USD,USD,BSS-Thom SA-MS3C-20230703,415 - ABC BSS-Thom,BS
OK,NA,5,3,5,EMEA,14.92,75.461,58.056,414 - SML,FIN,BS,,EUR,USD,USD,BSS-Senio SA-MS3C-20170721,414 - SML BSS-Senio,BS
NA,NA,2,1,0,EMEA,27.473,84.978,98.333,416 - XYZ,ASSI,BS,,USD,USD,USD,BSS-Taxes SA-MS3C-20140326,416 - XYZ BSS-Taxes,BS
OK,BS,4,5,1,AMERICAS,27.868,51.584,71.947,416 - XYZ,ASSI,BS,,BRL,BRL,EUR,BSS-Train SA-MS3C-20131123,416 - XYZ BSS-Train,BS
OK,BS,5,1,5,APAC,60.928,20.664,3.771,414 - SML,FIN,BS,,BRL,BRL,EUR,BSS-Taxes SA-MS3C-20091221,414 - SML BSS-Taxes,BS
NA,XX,1,0,5,APAC,43.835,1.118,66.158,415 - ABC,ASSI,BS,,USD,BRL,EUR,BSS-Senio SA-MS3C-20160221,415 - ABC BSS-Senio,BS
OK,NA,1,1,1,EMEA,35.713,63.852,40.466,415 - ABC,ASSI,BS,,USD,BRL,EUR,BSS-Train SA-MS3C-20230320,415 - ABC BSS-Train,BS
OK,NA,3,1,5,EMEA,28.386,12.706,3.017,415 - ABC,FIN,BS,,USD,EUR,USD,BSS-Config SA-MS3C-20251105,415 - ABC BSS-Config,BS
NA,NA,4,2,1,AMERICAS,95.678,85.327,71.536,415 - ABC,FIN,BS,,BRL,USD,USD,BSS-Travel SA-MS3C-20250602,415 - ABC BSS-Travel,BS
OK,XX,4,5,2,AMERICAS,1.198,69.7,20.475,416 - XYZ,OPS,BS,,USD,USD,USD,BSS-Travel SA-MS3C-20250104,416 - XYZ BSS-Travel,BS
NA,NA,0,4,1,EMEA,24.274,17.912,18.339,416 - XYZ,OPS,BS,,USD,BRL,EUR,BSS-Senio SA-MS3C-20190815,416 - XYZ BSS-Senio,BS
OK,BS,0,1,0,APAC,97.118,15.642,55.791,415 - ABC,OPS,BS,,USD,USD,USD,BSS-Travel SA-MS3C-20120222,415 - ABC BSS-Travel,BS
OK,NA,4,0,1,AMERICAS,91.552,5.582,79.179,415 - ABC,ASSI,BS,,EUR,EUR,USD,BSS-Senio SA-MS3C-20121201,415 - ABC BSS-Senio,BS
NA,BS,4,5,1,AMERICAS,66.652,53.698,31.689,414 - SML,OPS,BS,,EUR,USD,EUR,BSS-Sawl SA-MS3C-20130621,414 - SML BSS-Sawl,BS
OK,BS,1,4,2,APAC,18.665,79.146,70.02,414 - SML,OPS,BS,,EUR,BRL,USD,BSS-Taxes SA-MS3C-20050807,414 - SML BSS-Taxes,BS
OK,NA,5,1,4,EMEA,22.053,28.623,32.319,416 - XYZ,OPS,BS,,BRL,EUR,USD,BSS-Senio SA-MS3C-20110415,416 - XYZ BSS-Senio,BS
OK,BS,0,5,2,AMERICAS,11.396,84.454,12.376,415 - ABC,FIN,BS,,USD,BRL,EUR,BSS-Travel SA-MS3C-20140223,415 - ABC BSS-Travel,BS
NA,BS,3,0,4,APAC,36.441,37.76,8.779,416 - XYZ,ASSI,BS,,EUR,USD,EUR,BSS-Sawl SA-MS3C-20250812,416 - XYZ BSS-Sawl,BS
OK,XX,0,5,2,APAC,78.865,19.803,74.94,416 - XYZ,ASSI,BS,,EUR,BRL,USD,BSS-Other SA-MS3C-20061113,416 - XYZ BSS-Other,BS
OK,NA,4,2,5,EMEA,4.609,41.849,71.089,416 - XYZ,ASSI,BS,,BRL,EUR,EUR,BSS-Travel SA-MS3C-20071007,416 - XYZ BSS-Travel,BS
NA,XX,4,1,5,APAC,3.693,79.467,52.743,416 - XYZ,ASSI,BS,,BRL,BRL,EUR,BSS-Travel SA-MS3C-20060525,416 - XYZ BSS-Travel,BS
NA,BS,1,3,5,APAC,85.104,60.818,82.52,416 - XYZ,OPS,BS,,BRL,USD,EUR,BSS-Config SA-MS3C-20220523,416 - XYZ BSS-Config,BS
OK,BS,1,2,5,APAC,46.097,30.639,90.992,414 - SML,FIN,BS,,BRL,EUR,USD,BSS-Senio SA-MS3C-20091110,414 - SML BSS-Senio,BS
OK,XX,3,2,2,APAC,93.701,22.564,25.376,414 - SML,FIN,BS,,EUR,USD,USD,BSS-Travel SA-MS3C-20100422,414 - SML BSS-Travel,BS
OK,NA,1,4,2,APAC,33.099,30.449,53.538,414 - SML,OPS,BS,,EUR,EUR,USD,BSS-Config SA-MS3C-20170815,414 - SML BSS-Config,BS
NA,NA,2,5,5,APAC,69.696,15.218,48.551,415 - ABC,OPS,BS,,EUR,BRL,EUR,BSS-Config SA-MS3C-20201217,415 - ABC BSS-Config,BS
NA,XX,4,3,5,EMEA,8.313,94.011,8.797,416 - XYZ,OPS,BS,,EUR,EUR,USD,BSS-Taxes SA-MS3C-20060104,416 - XYZ BSS-Taxes,BS
OK,BS,3,0,1,AMERICAS,53.991,94.675,69.781,414 - SML,OPS,BS,,EUR,BRL,USD,BSS-Senio SA-MS3C-20200410,414 - SML BSS-Senio,BS
NA,XX,1,2,5,APAC,19.73,77.625,15.815,415 - ABC,OPS,BS,,BRL,BRL,EUR,BSS-Other SA-MS3C-20221222,415 - ABC BSS-Other,BS
OK,XX,2,4,5,AMERICAS,82.145,97.581,37.082,416 - XYZ,OPS,BS,,USD,USD,EUR,BSS-Thom SA-MS3C-20230217,416 - XYZ BSS-Thom,BS
NA,BS,5,3,2,AMERICAS,88.266,13.751,35.984,415 - ABC,ASSI,BS,,EUR,EUR,USD,BSS-Train SA-MS3C-20221228,415 - ABC BSS-Train,BS
NA,BS,5,0,2,AMERICAS,26.428,24.292,59.969,415 - ABC,OPS,BS,,BRL,BRL,USD,BSS-Taxes SA-MS3C-20171221,415 - ABC BSS-Taxes,BS
NA,XX,0,2,3,AMERICAS,63.838,76.736,90.742,414 - SML,OPS,BS,,EUR,EUR,USD,BSS-Thom SA-MS3C-20250125,414 - SML BSS-Thom,BS
OK,XX,5,4,5,EMEA,69.593,63.1,98.418,415 - ABC,OPS,BS,,USD,EUR,EUR,BSS-Train SA-MS3C-20240603,415 - ABC BSS-Train,BS
OK,XX,2,3,5,APAC,37.888,9.977,40.058,414 - SML,OPS,BS,,EUR,BRL,USD,BSS-Train SA-MS3C-20090523,414 - SML BSS-Train,BS
OK,BS,3,0,3,EMEA,74.511,35.416,84.854,414 - SML,FIN,BS,,EUR,EUR,USD,BSS-Travel SA-MS3C-20180814,414 - SML BSS-Travel,BS
NA,XX,5,2,0,EMEA,79.405,78.283,14.743,414 - SML,ASSI,BS,,BRL,USD,EUR,BSS-Travel SA-MS3C-20180824,414 - SML BSS-Travel,BS
NA,XX,4,2,4,APAC,62.704,49.527,86.58,415 - ABC,FIN,BS,,BRL,EUR,EUR,BSS-Travel SA-MS3C-20101214,415 - ABC BSS-Travel,BS
OK,XX,3,0,3,APAC,25.873,39.015,83.614,416 - XYZ,FIN,BS,,EUR,BRL,USD,BSS-Train SA-MS3C-20170415,416 - XYZ BSS-Train,BS
OK,NA,5,3,2,EMEA,6.61,88.985,90.163,416 - XYZ,FIN,BS,,USD,USD,USD,BSS-Other SA-MS3C-20050726,416 - XYZ BSS-Other,BS
NA,NA,0,5,5,AMERICAS,1.791,53.682,60.762,416 - XYZ,FIN,BS,,BRL,USD,USD,BSS-Travel SA-MS3C-20200916,416 - XYZ BSS-Travel,BS
NA,NA,0,1,2,APAC,27.625,32.462,46.953,415 - ABC,OPS,BS,,USD,USD,USD,BSS-Thom SA-MS3C-20180413,415 - ABC BSS-Thom,BS
OK,XX,0,5,0,EMEA,60.37,52.953,75.51,415 - ABC,OPS,BS,,EUR,EUR,USD,BSS-Taxes SA-MS3C-20151222,415 - ABC BSS-Taxes,BS
NA,NA,4,3,5,EMEA,97.353,41.597,75.576,415 - ABC,FIN,BS,,USD,BRL,EUR,BSS-Config SA-MS3C-20240404,415 - ABC BSS-Config,BS
NA,XX,3,4,5,EMEA,21.557,25.233,60.094,415 - ABC,OPS,BS,,BRL,BRL,EUR,BSS-Taxes SA-MS3C-20100623,415 - ABC BSS-Taxes,BS
OK,XX,5,2,5,AMERICAS,59.543,86.912,61.177,414 - SML,OPS,BS,,USD,USD,USD,BSS-Taxes SA-MS3C-20050603,414 - SML BSS-Taxes,BS
NA,XX,2,0,0,APAC,83.283,22.182,98.682,414 - SML,FIN,BS,,USD,EUR,EUR,BSS-Config SA-MS3C-20180623,414 - SML BSS-Config,BS
NA,XX,4,4,5,APAC,12.707,68.895,97.45,414 - SML,ASSI,BS,,EUR,EUR,USD,BSS-Taxes SA-MS3C-20240423,414 - SML BSS-Taxes,BS
OK,XX,4,3,4,EMEA,70.752,10.794,44.149,415 - ABC,OPS,BS,,EUR,USD,USD,BSS-Thom SA-MS3C-20230320,415 - ABC BSS-Thom,BS
OK,NA,3,3,5,EMEA,38.801,14.01,90.222,414 - SML,ASSI,BS,,USD,USD,EUR,BSS-Config SA-MS3C-20231022,414 - SML BSS-Config,BS
NA,XX,3,3,5,AMERICAS,32.323,14.312,67.801,415 - ABC,ASSI,BS,,EUR,BRL,USD,BSS-Travel SA-MS3C-20141003,415 - ABC BSS-Travel,BS
OK,NA,1,0,0,AMERICAS,56.174,9.402,21.518,416 - XYZ,OPS,BS,,BRL,EUR,EUR,BSS-Config SA-MS3C-20070202,416 - XYZ BSS-Config,BS
NA,NA,5,2,0,EMEA,40.638,15.971,75.254,415 - ABC,FIN,BS,,BRL,BRL,EUR,BSS-Config SA-MS3C-20161221,415 - ABC BSS-Config,BS
NA,XX,2,4,5,AMERICAS,41.17,60.497,82.108,414 - SML,ASSI,BS,,BRL,EUR,USD,BSS-Travel SA-MS3C-20061020,414 - SML BSS-Travel,BS
OK,NA,5,0,4,APAC,31.941,53.056,72.483,414 - SML,ASSI,BS,,EUR,USD,EUR,BSS-Senio SA-MS3C-20190322,414 - SML BSS-Senio,BS
OK,NA,3,1,0,EMEA,65.994,95.548,4.169,415 - ABC,OPS,BS,,USD,USD,USD,BSS-Config SA-MS3C-20151118,415 - ABC BSS-Config,BS
OK,XX,1,0,1,AMERICAS,35.382,41.535,77.581,415 - ABC,ASSI,BS,,BRL,BRL,EUR,BSS-Other SA-MS3C-20180425,415 - ABC BSS-Other,BS
OK,XX,4,0,4,AMERICAS,44.048,12.981,71.584,415 - ABC,OPS,BS,,BRL,EUR,USD,BSS-Senio SA-MS3C-20070822,415 - ABC BSS-Senio,BS
NA,BS,3,5,4,APAC,56.533,51.065,34.489,415 - ABC,OPS,BS,,EUR,EUR,USD,BSS-Other SA-MS3C-20061027,415 - ABC BSS-Other,BS
OK,XX,1,5,1,APAC,40.417,83.619,68.215,416 - XYZ,OPS,BS,,EUR,EUR,USD,BSS-Senio SA-MS3C-20231224,416 - XYZ BSS-Senio,BS
NA,BS,3,2,5,AMERICAS,37.002,30.584,39.289,415 - ABC,ASSI,BS,,EUR,BRL,USD,BSS-Train SA-MS3C-20080918,415 - ABC BSS-Train,BS
NA,NA,5,2,3,APAC,68.704,4.295,67.018,414 - SML,OPS,BS,,USD,BRL,EUR,BSS-Thom SA-MS3C-20120104,414 - SML BSS-Thom,BS
NA,BS,0,3,5,EMEA,23.381,89.95,93.51,415 - ABC,ASSI,BS,,EUR,BRL,EUR,BSS-Taxes SA-MS3C-20100604,415 - ABC BSS-Taxes,BS
OK,NA,4,4,5,AMERICAS,71.446,64.853,36.391,415 - ABC,OPS,BS,,EUR,EUR,USD,BSS-Sawl SA-MS3C-20120309,415 - ABC BSS-Sawl,BS
NA,BS,2,2,3,EMEA,99.879,72.562,7.372,415 - ABC,FIN,BS,,USD,EUR,USD,BSS-Sawl SA-MS3C-20160217,415 - ABC BSS-Sawl,BS
NA,BS,1,3,1,AMERICAS,85.117,58.23,83.538,416 - XYZ,FIN,BS,,EUR,USD,USD,BSS-Travel SA-MS3C-20060902,416 - XYZ BSS-Travel,BS
OK,XX,5,5,5,AMERICAS,75.11,60.185,72.824,415 - ABC,FIN,BS,,BRL,BRL,EUR,BSS-Config SA-MS3C-20240524,415 - ABC BSS-Config,BS
OK,BS,0,4,4,APAC,70.962,96.259,75.731,414 - SML,ASSI,BS,,BRL,BRL,EUR,BSS-Travel SA-MS3C-20230520,414 - SML BSS-Travel,BS
NA,NA,4,4,0,AMERICAS,5.138,75.605,83.566,416 - XYZ,OPS,BS,,BRL,EUR,USD,BSS-Sawl SA-MS3C-20190221,416 - XYZ BSS-Sawl,BS
OK,NA,5,0,5,AMERICAS,66.865,2.41,89.358,416 - XYZ,ASSI,BS,,EUR,BRL,EUR,BSS-Other SA-MS3C-20240808,416 - XYZ BSS-Other,BS
NA,BS,5,3,2,EMEA,11.022,12.176,58.591,414 - SML,FIN,BS,,USD,BRL,EUR,BSS-Config SA-MS3C-20140827,414 - SML BSS-Config,BS
NA,NA,2,2,0,AMERICAS,35.272,69.307,9.551,414 - SML,FIN,BS,,EUR,BRL,EUR,BSS-Taxes SA-MS3C-20200322,414 - SML BSS-Taxes,BS
OK,NA,5,0,2,APAC,55.533,38.749,12.866,415 - ABC,ASSI,BS,,USD,EUR,EUR,BSS-Thom SA-MS3C-20140602,415 - ABC BSS-Thom,BS
NA,XX,0,3,2,EMEA,30.763,73.64,37.075,414 - SML,FIN,BS,,BRL,USD,USD,BSS-Thom SA-MS3C-20071213,414 - SML BSS-Thom,BS
NA,BS,5,5,5,AMERICAS,29.695,60.652,4.63,415 - ABC,OPS,BS,,BRL,USD,USD,BSS-Sawl SA-MS3C-20210425,415 - ABC BSS-Sawl,BS
OK,BS,5,1,0,APAC,93.9,86.106,14.605,414 - SML,OPS,BS,,BRL,USD,EUR,BSS-Senio SA-MS3C-20201027,414 - SML BSS-Senio,BS
NA,BS,1,5,3,EMEA,73.644,81.893,87.696,416 - XYZ,FIN,BS,,USD,EUR,EUR,BSS-Senio SA-MS3C-20240308,416 - XYZ BSS-Senio,BS
NA,BS,1,3,1,APAC,29.202,66.625,64.117,415 - ABC,OPS,BS,,EUR,EUR,EUR,BSS-Config SA-MS3C-20220815,415 - ABC BSS-Config,BS
NA,NA,4,0,3,EMEA,28.598,74.551,30.555,415 - ABC,OPS,BS,,BRL,BRL,USD,BSS-Train SA-MS3C-20161226,415 - ABC BSS-Train,BS
NA,BS,0,1,0,AMERICAS,51.649,85.239,51.076,416 - XYZ,OPS,BS,,BRL,EUR,EUR,BSS-Travel SA-MS3C-20200813,416 - XYZ BSS-Travel,BS
OK,NA,3,2,5,APAC,44.464,72.542,30.756,416 - XYZ,OPS,BS,,BRL,EUR,USD,BSS-Other SA-MS3C-20220806,416 - XYZ BSS-Other,BS
NA,BS,0,0,0,AMERICAS,87.029,50.476,48.217,416 - XYZ,FIN,BS,,BRL,USD,USD,BSS-Config SA-MS3C-20120527,416 - XYZ BSS-Config,BS
OK,NA,2,3,1,AMERICAS,39.677,56.829,64.116,414 - SML,FIN,BS,,EUR,EUR,USD,BSS-Sawl SA-MS3C-20221013,414 - SML BSS-Sawl,BS
NA,NA,3,4,2,APAC,55.337,3.745,97.508,416 - XYZ,OPS,BS,,BRL,USD,EUR,BSS-Config SA-MS3C-20060126,416 - XYZ BSS-Config,BS
OK,XX,4,0,1,AMERICAS,24.485,22.663,46.276,415 - ABC,ASSI,BS,,BRL,USD,EUR,BSS-Other SA-MS3C-20130225,415 - ABC BSS-Other,BS
NA,BS,5,5,5,EMEA,40.069,6.386,73.588,416 - XYZ,ASSI,BS,,USD,BRL,USD,BSS-Travel SA-MS3C-20180614,416 - XYZ BSS-Travel,BS
NA,NA,5,2,1,AMERICAS,91.902,81.031,######,415 - ABC,ASSI,BS,,USD,BRL,USD,BSS-Other SA-MS3C-20131201,415 - ABC BSS-Other,BS
NA,BS,5,5,2,APAC,25.067,81.538,30.793,414 - SML,OPS,BS,,BRL,USD,EUR,BSS-Thom SA-MS3C-20140620,414 - SML BSS-Thom,BS
NA,BS,4,5,3,APAC,5.989,26.283,43.179,415 - ABC,ASSI,BS,,USD,EUR,USD,BSS-Sawl SA-MS3C-20100424,415 - ABC BSS-Sawl,BS
NA,XX,3,4,4,APAC,6.639,73.889,69.127,416 - XYZ,FIN,BS,,BRL,EUR,USD,BSS-Thom SA-MS3C-20200201,416 - XYZ BSS-Thom,BS
NA,XX,5,4,2,APAC,25.859,28.609,53.473,415 - ABC,FIN,BS,,EUR,EUR,USD,BSS-Other SA-MS3C-20070928,415 - ABC BSS-Other,BS
NA,XX,1,3,0,EMEA,52.462,24.783,52.51,415 - ABC,ASSI,BS,,USD,BRL,USD,BSS-Senio SA-MS3C-20180810,415 - ABC BSS-Senio,BS
NA,BS,1,3,2,EMEA,32.814,22.986,25.877,415 - ABC,FIN,BS,,EUR,BRL,EUR,BSS-Travel SA-MS3C-20061112,415 - ABC BSS-Travel,BS
OK,NA,0,1,0,AMERICAS,12.746,82.521,94.591,414 - SML,ASSI,BS,,BRL,USD,USD,BSS-Senio SA-MS3C-20230417,414 - SML BSS-Senio,BS
OK,XX,0,2,0,AMERICAS,39.753,24.96,47.604,416 - XYZ,FIN,BS,,USD,EUR,EUR,BSS-Other SA-MS3C-20240603,416 - XYZ BSS-Other,BS
OK,NA,5,1,0,APAC,4.606,9.195,45.471,416 - XYZ,FIN,BS,,EUR,EUR,EUR,BSS-Senio SA-MS3C-20050223,416 - XYZ BSS-Senio,BS
OK,BS,3,5,1,AMERICAS,89.535,21.914,52.928,416 - XYZ,OPS,BS,,USD,BRL,EUR,BSS-Taxes SA-MS3C-20090923,416 - XYZ BSS-Taxes,BS
OK,XX,5,0,5,AMERICAS,21.014,75.938,60.83,415 - ABC,FIN,BS,,EUR,EUR,USD,BSS-Thom SA-MS3C-20060512,415 - ABC BSS-Thom,BS
OK,BS,3,4,3,APAC,4.615,41.531,69.931,414 - SML,ASSI,BS,,BRL,EUR,EUR,BSS-Train SA-MS3C-20210914,414 - SML BSS-Train,BS
OK,XX,1,4,0,APAC,71.297,50.027,54.282,415 - ABC,OPS,BS,,BRL,USD,EUR,BSS-Thom SA-MS3C-20131215,415 - ABC BSS-Thom,BS
NA,XX,1,5,4,EMEA,5.025,7.702,37.866,415 - ABC,OPS,BS,,BRL,BRL,USD,BSS-Thom SA-MS3C-20240809,415 - ABC BSS-Thom,BS
OK,NA,4,0,1,APAC,48.581,5.421,28.542,415 - ABC,OPS,BS,,EUR,BRL,EUR,BSS-Taxes SA-MS3C-20180224,415 - ABC BSS-Taxes,BS
OK,NA,0,0,3,APAC,55.727,74.447,53.328,415 - ABC,FIN,BS,,USD,EUR,EUR,BSS-Sawl SA-MS3C-20210718,415 - ABC BSS-Sawl,BS
OK,XX,4,4,5,APAC,70.422,95.701,46.061,416 - XYZ,ASSI,BS,,BRL,BRL,USD,BSS-Travel SA-MS3C-20190107,416 - XYZ BSS-Travel,BS
NA,BS,1,5,2,EMEA,41.149,24.56,76.788,415 - ABC,ASSI,BS,,BRL,USD,USD,BSS-Config SA-MS3C-20141005,415 - ABC BSS-Config,BS
NA,NA,2,5,5,EMEA,61.152,23.194,4.645,416 - XYZ,FIN,BS,,BRL,BRL,EUR,BSS-Thom SA-MS3C-20160206,416 - XYZ BSS-Thom,BS
NA,NA,1,4,4,AMERICAS,70.481,66.301,42.042,415 - ABC,FIN,BS,,USD,EUR,USD,BSS-Config SA-MS3C-20150109,415 - ABC BSS-Config,BS
OK,NA,2,1,3,AMERICAS,13.136,33.634,29.864,416 - XYZ,ASSI,BS,,EUR,EUR,USD,BSS-Sawl SA-MS3C-20220126,416 - XYZ BSS-Sawl,BS
OK,BS,3,1,2,AMERICAS,15.638,39.213,41.182,414 - SML,OPS,BS,,USD,BRL,USD,BSS-Travel SA-MS3C-20140711,414 - SML BSS-Travel,BS
NA,NA,3,4,5,APAC,17.14,######,47.788,416 - XYZ,FIN,BS,,BRL,BRL,EUR,BSS-Sawl SA-MS3C-20121223,416 - XYZ BSS-Sawl,BS
NA,XX,0,1,3,APAC,41.759,40.457,93.658,415 - ABC,FIN,BS,,USD,EUR,EUR,BSS-Config SA-MS3C-20220603,415 - ABC BSS-Config,BS
NA,NA,2,2,2,AMERICAS,13.158,87.484,24.4,414 - SML,FIN,BS,,USD,USD,EUR,BSS-Sawl SA-MS3C-20220810,414 - SML BSS-Sawl,BS
NA,NA,1,0,1,APAC,6.118,22.427,13.583,414 - SML,ASSI,BS,,EUR,USD,EUR,BSS-Thom SA-MS3C-20100614,414 - SML BSS-Thom,BS
NA,XX,5,5,4,EMEA,23.759,12.455,70.629,415 - ABC,FIN,BS,,USD,USD,EUR,BSS-Config SA-MS3C-20150614,415 - ABC BSS-Config,BS
NA,XX,3,5,0,APAC,97.203,47.174,21.902,416 - XYZ,ASSI,BS,,USD,BRL,USD,BSS-Other SA-MS3C-20140422,416 - XYZ BSS-Other,BS
NA,NA,5,1,4,EMEA,56.218,96.5,36.527,415 - ABC,ASSI,BS,,BRL,BRL,EUR,BSS-Sawl SA-MS3C-20140803,415 - ABC BSS-Sawl,BS
NA,NA,4,5,0,EMEA,3.398,54.193,58.264,416 - XYZ,FIN,BS,,BRL,EUR,EUR,BSS-Thom SA-MS3C-20180621,416 - XYZ BSS-Thom,BS
NA,NA,0,1,3,AMERICAS,15.125,49.764,28.127,414 - SML,ASSI,BS,,EUR,USD,EUR,BSS-Taxes SA-MS3C-20190617,414 - SML BSS-Taxes,BS
OK,BS,4,0,4,AMERICAS,29.6,78.186,92.661,414 - SML,FIN,BS,,EUR,BRL,EUR,BSS-Other SA-MS3C-20230309,414 - SML BSS-Other,BS
OK,BS,2,2,3,APAC,90.832,84.295,92.252,415 - ABC,OPS,BS,,BRL,BRL,EUR,BSS-Sawl SA-MS3C-20210225,415 - ABC BSS-Sawl,BS
OK,NA,4,5,0,APAC,20.795,97.333,43.194,415 - ABC,ASSI,BS,,EUR,BRL,USD,BSS-Config SA-MS3C-20200328,415 - ABC BSS-Config,BS
OK,XX,4,2,1,APAC,49.89,95.67,47.507,414 - SML,FIN,BS,,BRL,EUR,EUR,BSS-Other SA-MS3C-20241120,414 - SML BSS-Other,BS
NA,NA,0,2,4,APAC,98.224,95.936,82.423,414 - SML,FIN,BS,,USD,BRL,USD,BSS-Taxes SA-MS3C-20110627,414 - SML BSS-Taxes,BS
NA,XX,5,1,3,APAC,28.2,81.929,53.989,414 - SML,FIN,BS,,BRL,EUR,USD,BSS-Thom SA-MS3C-20130222,414 - SML BSS-Thom,BS
NA,BS,1,4,5,AMERICAS,29.724,39.825,61.773,416 - XYZ,FIN,BS,,EUR,BRL,EUR,BSS-Senio SA-MS3C-20191003,416 - XYZ BSS-Senio,BS
OK,XX,5,3,0,AMERICAS,28.693,60.97,79.496,416 - XYZ,ASSI,BS,,EUR,EUR,USD,BSS-Config SA-MS3C-20220409,416 - XYZ BSS-Config,BS
NA,NA,1,5,1,EMEA,45.503,43.146,5.684,415 - ABC,FIN,BS,,BRL,USD,USD,BSS-Train SA-MS3C-20250711,415 - ABC BSS-Train,BS
NA,XX,5,5,2,AMERICAS,20.215,76.197,82.154,414 - SML,ASSI,BS,,EUR,USD,USD,BSS-Sawl SA-MS3C-20210328,414 - SML BSS-Sawl,BS
OK,NA,0,0,2,AMERICAS,22.714,88.543,######,416 - XYZ,OPS,BS,,BRL,EUR,USD,BSS-Config SA-MS3C-20090304,416 - XYZ BSS-Config,BS
OK,NA,3,3,3,APAC,24.571,33.751,78.312,415 - ABC,FIN,BS,,USD,BRL,EUR,BSS-Sawl SA-MS3C-20200305,415 - ABC BSS-Sawl,BS
OK,NA,1,4,2,AMERICAS,60.732,98.484,9.157,416 - XYZ,OPS,BS,,USD,BRL,USD,BSS-Train SA-MS3C-20140203,416 - XYZ BSS-Train,BS
NA,NA,1,4,1,EMEA,54.92,13.761,38.534,414 - SML,ASSI,BS,,USD,EUR,EUR,BSS-Thom SA-MS3C-20220421,414 - SML BSS-Thom,BS
NA,NA,5,3,0,APAC,74.616,44.701,7.888,414 - SML,FIN,BS,,BRL,EUR,EUR,BSS-Thom SA-MS3C-20220921,414 - SML BSS-Thom,BS
NA,NA,5,5,2,EMEA,29.977,43.502,54.228,414 - SML,FIN,BS,,BRL,BRL,EUR,BSS-Thom SA-MS3C-20120510,414 - SML BSS-Thom,BS
NA,BS,1,5,5,EMEA,18.999,######,7.606,415 - ABC,OPS,BS,,EUR,EUR,USD,BSS-Other SA-MS3C-20200804,415 - ABC BSS-Other,BS
NA,NA,4,1,2,AMERICAS,52.274,49.485,20.548,414 - SML,FIN,BS,,BRL,USD,USD,BSS-Travel SA-MS3C-20190116,414 - SML BSS-Travel,BS
NA,BS,1,2,1,APAC,20.404,58.303,38.333,414 - SML,OPS,BS,,EUR,USD,EUR,BSS-Other SA-MS3C-20171019,414 - SML BSS-Other,BS
NA,BS,5,3,5,EMEA,70.099,27.547,65.364,416 - XYZ,ASSI,BS,,BRL,USD,USD,BSS-Config SA-MS3C-20110711,416 - XYZ BSS-Config,BS
NA,BS,0,0,0,EMEA,74.216,53.198,83.706,415 - ABC,FIN,BS,,USD,USD,USD,BSS-Senio SA-MS3C-20250716,415 - ABC BSS-Senio,BS
NA,NA,1,4,0,APAC,20.985,36.574,48.698,414 - SML,ASSI,BS,,USD,USD,EUR,BSS-Train SA-MS3C-20251221,414 - SML BSS-Train,BS
OK,XX,1,0,2,EMEA,88.445,51.12,3.841,414 - SML,FIN,BS,,USD,EUR,USD,BSS-Sawl SA-MS3C-20130612,414 - SML BSS-Sawl,BS
OK,BS,3,4,1,AMERICAS,96.488,99.563,88.653,415 - ABC,ASSI,BS,,EUR,BRL,USD,BSS-Senio SA-MS3C-20240224,415 - ABC BSS-Senio,BS
OK,XX,1,0,1,AMERICAS,51.046,12.946,58.133,415 - ABC,FIN,BS,,EUR,BRL,USD,BSS-Senio SA-MS3C-20190310,415 - ABC BSS-Senio,BS
