SupplierName,Dept,Service,NatAnal,ModuleName,Company,Account,Site,Section,Structure,Intercompany,Nature,Major,Minor,GroupSectionAndDescription,LedgerName,Source,Category,Supplier Number,SupplierName_Fake,DocumentCurrency,Ledgercurrency,AmoutinEUR,DebitEnteredAmount,CreditEnteredAmount,DebitAccountedAmount,CreditAccountedAmount,DateCreated,POOrderedDate,DueDate
SMHVA VCX INC,BSS,Group EC,Depreciation,AP,Meridian Solutions Corp,6885100,RES,14580A,7950,415,N30_ENERGY_V,MAJ15_Depreciation_F,MIN2071,1456 ISIT Charge back central,US_415_PL_USD,Spreadsheet,Adjustment,42,First Class Manufacturing,EUR,USD,88419.7,629.17,0,335.69,0,2024/04/06,2025/05/20,2025/09/11
ULAYD QQN INC,DIR,MF,Telecom Voice,GL,TechnoGlobal Industries,6210000,PPC,14720A,7956,589,N87_FE_F,MAJ20_Allocation_MASA_F,MIN2071,1440 ISIT Infra Data centre & applications platforms (DAP),MX_589_PL_MXN,Cost Management,GL_Supplier_Auto_Reversal,3,Global Tech Solutions,MXN,MXN,956517.36,798.5,0,253.56,0,2025/09/16,2025/09/25,2025/10/11
JLIDZ GVO INC,MQ,SC,Purchases,AP,Meridian Solutions Corp,6418204,PPC,14400C,7950,567,N30_ENERGY_V,MAJ03_Temporary_Other_Labor_V,MIN0930,1444 ISIT Infra Service Line NET (Network),,Projects,Addition,36,Elite Distribution Corp,USD,MXN,769905.38,560.15,0,989.99,0,2024/09/11,2025/01/12,2025/06/28
TTZFV SAD INC,BSS,GOSM,Salaries,INV,Apex Innovations Ltd,6448715,GRU,14480B,7950,200,N21_FE_V,MAJ08_Industrial_Supplies_V,MIN0937,1466 ISIT BSS Supply Chain (SC),CA_407_PL_CAD,MICH_EPW_GLJRNLINTF,GL_Payroll_Auto_Reversal,30,Essential Services Co,MXN,BRL,793604.65,878.6,0,959.64,0,2023/01/04,2023/01/06,2024/03/27
QTWSP HJM INC,MQ,Group ES,Maintenance & Rental,INV,Meridian Solutions Corp,6448704,PP1,14340A,7956,723,N24_FE_MISC_INCOME_F,MAJ03_Temporary_Other_Labor_V,MIN0510,1458 ISIT BSS Entreprises Services (ES),US_415_PL_USD,Manual,GL_Financial,14,Global Resources Ltd,GBP,BRL,12760.78,90.17,0,450.35,0,2025/02/16,2025/04/25,2025/08/15
QEDZG SQG INC,IN,DIR,Telecom Voice,PA,TechnoGlobal Industries,6417204,RES,14400C,7950,589,N91_MASA_F,MAJ21_Allocation_DORD,MIN0610,9650 Other operational expenses & revenues,MX_589_PL_MXN,Receivables,GL_Financial,10,Integrated Manufacturing,CAD,BRL,515232.91,517.07,0,109.28,0,2025/05/29,2025/08/05,2025/10/31
IPIUW HAI INC,BSS,IN DIR,Capitalized production (PRIM),PA,Quantum Dynamics Group,6733000,PP1,14560B,7956,796,N22_FE_F,MAJ11_Income,MIN0910,1464 ISIT BSS Research & development (RD),CA_407_PL_CAD,,GL_Intercompany,2,Premier Manufacturing Co,USD,CAD,209636.11,257.17,0,595.1,0,2024/03/18,2025/06/06,2025/07/07
RGFEQ EIJ INC,IN,D1 DAP,Telecom Data,INV,Quantum Dynamics Group,6072000,RES,14720A,7950,0,N70_DEPRECIATION_F,MAJ04_Salary_Labor_F,MIN0915,1452 ISIT Infra Management,,Receivables,GL_Intercompany,18,Leading Products Corp,GBP,USD,36516.33,558.28,0,451.95,0,2025/07/14,2025/10/11,2025/10/12
OLQYB CRB INC,MQ,DIR,Purchases,PA,Nexus Enterprise Holdings,7041005,MXA,14340A,7956,589,N93_ENERGY_V,MAJ20_Allocation_FE_F,MIN0710,1468 ISIT BSS Management,MX_589_PL_MXN,MassAllocation,Receiving,29,Optimal Resources Inc,USD,MXN,612796.25,187.95,0,894.9,0,2023/09/16,2025/03/02,2025/09/10
IOOVC REE INC,DIR,ES,Capitalized production (PRIM),PO,Nexus Enterprise Holdings,6418709,DDD,14320H,7950,589,N99_DEPRECIATION_F,MAJ09_General_Overhead_V,MIN0230,1452 ISIT Infra Management,MX_839_PL_MXN,MassAllocation,Addition,37,Elite Distribution Corp,BRL,USD,182369.93,549.2,0,811.36,0,2025/04/20,2025/06/08,2025/10/02
QYENC CFR INC,DIR,AFFILIATE,Telecom Voice,GL,Apex Innovations Ltd,6240000,CGR,14360B,7956,589,N94_ENERGY_F,MAJ20_Cascade_ENERGY_V,MIN0840,1462 ISIT BSS Production Sytems (PS),MX_589_PL_MXN,,GL_Adjustment,11,Strategic Components LLC,MXN,BRL,441758.91,704.38,0,918.71,0,2024/10/19,2025/04/23,2025/05/06
ACQYH OMH INC,BSS,DIR,Taxes,PA,Nexus Enterprise Holdings,6447707,PP1,96501C,7956,723,N23_FE_TRAVEL_F,MAJ15_Depreciation_F,MIN0937,1444 ISIT Infra Service Line NET (Network),MX_839_PL_MXN,Manual,GL_AutoPrepa,9,Innovation Systems Ltd,BRL,MXN,136237.41,702.59,0,108.79,0,2024/05/09,2025/01/22,2025/06/29
RZNSN VAT INC,BSS,Group EC,Telecom Data,INV,Nexus Enterprise Holdings,6447702,PPC,14340A,7956,796,N99_DEPRECIATION_F,MAJ09_General_Overhead_F,MIN1120,1432 ISIT Region Direction,CA_407_PL_CAD,Assets,GL_Payroll,2,Leading Edge Technologies,EUR,BRL,267530.67,389.4,0,926.82,0,2023/10/27,2025/02/13,2025/10/05
EZGWN KMI INC,DIR,MQ,Purchases,INV,TechnoGlobal Industries,6446100,MXA,14400C,7950,589,N24_FE_MISC_INCOME_F,MAJ10_Advertising_F,MIN0210,1436 ISIT Infra Service Line EUX (End User Experience),BR_414_PL_BRL,Recurring,GL_Tax,7,Mega Solutions LLC,BRL,USD,383588.46,591.79,0,824.46,0,2023/09/18,2023/10/25,2025/01/22
AOAEL OMJ INC,DIR,SC,Travels,PO,Apex Innovations Ltd,6063000,MTC,14600A,7950,407,N87_FE_F,MAJ05_Maintenance_F,MIN0320,1460 ISIT BSS Methods & Sales (MS),MX_589_PL_MXN,Manual,Retirement,50,Modern Equipment Corp,EUR,USD,704363.95,859.13,0,124.62,0,2023/11/10,2025/09/09,2025/10/18
OWPAZ YVR INC,DIR,ES,Capitalized production (PRIM),GL,Apex Innovations Ltd,6453000,RES,14562Z,7950,0,N70_DEPRECIATION_F,MAJ07_Transportation_V,MIN1011,1462 ISIT BSS Production Sytems (PS),US_415_PL_USD,MassAllocation,Adjustment,4,Elite Distribution Corp,MXN,BRL,521964.94,620.66,0,17.45,0,2024/09/06,2025/06/16,2025/07/01
UBFPA VIR INC,DIR,Group EC,Telecom Data,PO,Quantum Dynamics Group,6078100,CGR,14661C,7956,723,N99_DEPRECIATION_F,MAJ21_Allocation_DORD,MIN0505,1456 ISIT Charge back central,,Recurring,GL_Adjustment,19,First Class Manufacturing,EUR,BRL,846993.76,995.07,0,773.31,0,2024/02/25,2024/04/24,2025/01/03
OCHJR UKJ INC,MQ,EUX,Depreciation,INV,Meridian Solutions Corp,6211010,GRU,96501B,7956,0,N87_FE_F,MAJ20_Cascade_DEPRECIATION_F,MIN0830,1472 Allocation unpaid intra group invoices by companies from South America,BR_414_PL_BRL,Cost Management,GL_Allocation,10,Modern Equipment Corp,BRL,CAD,472220.71,402.42,0,899.15,0,2023/11/23,2024/08/24,2025/05/08
QWTGX JBU INC,BSS,DIR,Telecom Voice,GL,Apex Innovations Ltd,6458702,GRU,14400C,7950,407,N70_DEPRECIATION_F,MAJ16_Restructuring,MIN0920,1432 ISIT Region Direction,BR_414_PL_BRL,Receivables,GL_AutoPrepa,15,Standard Industries Inc,GBP,USD,620013.14,71.87,0,796.68,0,2025/08/25,2025/10/22,2025/10/28
FJFKA HXO INC,MQ,NET,Invoices sent,AP,TechnoGlobal Industries,6417202,PPC,14320J,7950,796,N70_DEPRECIATION_F,MAJ21_Allocation_DORD,MIN0840,1456 ISIT Charge back central,,,GL_Allocation,2,Certified Components Inc,MXN,MXN,952679.83,302.22,0,736.32,0,2024/12/30,2025/08/12,2025/09/27
RUZZH SSU INC,IN,OPEN,Taxes,GL,Nexus Enterprise Holdings,6417709,MTC,14320G,7950,0,N23_FE_TRAVEL_F,MAJ20_Allocation_FE_F,MIN0230,1432 ISIT Region Direction,CA_407_PL_CAD,Manual,Inventory,36,Elite Distribution Corp,BRL,MXN,446860.07,813.72,0,917.52,0,2023/09/02,2024/12/31,2025/07/15
BUOKD CUX INC,BSS,EUX,Internal,PO,Meridian Solutions Corp,9820900,CGR,14320F,7956,589,N91_MASA_F,MAJ20_Cascade_DEPRECIATION_F,MIN1010,1440 ISIT Infra Data centre & applications platforms (DAP),US_415_PL_USD,,GL_Financial_AutoReversal,33,Advanced Systems Group,EUR,BRL,699185.2,930.47,0,382.58,0,2023/12/22,2024/01/17,2025/10/13
IQTUH IEP INC,MQ,NET,Depreciation,GL,TechnoGlobal Industries,6805000,CGR,14360B,7956,796,N30_ENERGY_V,MAJ05_Maintenance_V,MIN1120,1464 ISIT BSS Research & development (RD),,Recurring,GL_Equity,2,Mega Solutions LLC,GBP,CAD,93690.32,985.06,0,46.16,0,2025/08/09,2025/09/03,2025/10/19
XTCMC IUK INC,MQ,OPEN,Travels,PA,Nexus Enterprise Holdings,6221000,MTC,14360A,7950,415,N81_MASA_F,MAJ20_Cascade_DEPRECIATION_F,MIN0910,1456 ISIT Charge back central,,Manual,GL_Intercompany,48,Standard Industries Inc,USD,BRL,380736.11,101.46,0,320.09,0,2023/01/01,2024/03/11,2025/01/02
SHSWX NXN INC,DIR,MQ,Travels,PA,Quantum Dynamics Group,6133000,MTC,14700A,7956,511,N30_ENERGY_V,MAJ11_Income,MIN0610,1470 ISIT BSS IS Region managers (ISRM),MX_839_PL_USD,Manual,GL_Equity,16,Standard Products Company,MXN,MXN,197328.62,821.82,0,707.51,0,2025/07/11,2025/10/18,2025/10/20
TDKBI BMA INC,MQ,AFFILIATE,Telecom Data,AP,Apex Innovations Ltd,6418204,RIO,14600A,7956,415,N10_MASA_V,MAJ20_Cascade_FE_F,MIN1620,9650 Other operational expenses & revenues,MX_839_PL_MXN,MassAllocation,GL_Tax,15,Certified Distribution Corp,USD,CAD,851550.58,678.1,0,810.38,0,2025/01/11,2025/10/29,2025/11/01
UKFZB RUO INC,BSS,OTHER OP,Telecom Data,PA,Apex Innovations Ltd,6447701,RIO,14320H,7950,589,N91_MASA_F,MAJ16_Restructuring,MIN0920,1432 ISIT Region Direction,MX_839_PL_USD,Receivables,Write-off,2,Certified Components Inc,GBP,MXN,623806.38,287.75,0,108.22,0,2025/04/21,2025/06/10,2025/08/13
UNVRG PIG INC,IN,AFFILIATE,Maintenance & Rental,PA,Meridian Solutions Corp,9860206,CGR,14360B,7956,200,N88_CESSIONS_DORD,MAJ09_General_Overhead_F,MIN0420,9828 Other operational expenses & revenue non allocated,MX_839_PL_MXN,CLL F189 INTEGRATED RCV,GL_Supplier,24,Elite Distribution Corp,CAD,BRL,537801.87,918.68,0,239.42,0,2023/08/04,2025/02/22,2025/05/09
ZTMRZ ONO INC,DIR,ES,Purchases,PA,TechnoGlobal Industries,6439000,PP1,14480A,7950,567,N11_MASA_F,MAJ09_General_Overhead_V,MIN2043,9815 Expenses to be reinvoiced or reallocated,CA_407_PL_CAD,CLL F189 INTEGRATED RCV,Inventory,44,Premier Manufacturing Co,USD,BRL,166668.34,495.62,0,157.79,0,2023/02/02,2023/07/04,2025/06/21
WCVPC ULK INC,IN,EC,Internal,GL,TechnoGlobal Industries,6811200,RIO,98158Z,7950,200,N91_MASA_F,MAJ06_Utilities_Energy_V,MIN2043,1432 ISIT Region Direction,MX_589_PL_MXN,Recurring,Depreciation,46,Elite Engineering Services,EUR,USD,288023.37,589.87,0,31.24,0,2023/06/14,2024/10/13,2025/05/27
NHDIN KKE INC,DIR,Infra - Projects,Training,GL,Apex Innovations Ltd,6135000,CGR,14680B,7956,415,N88_CESSIONS_DORD,MAJ20_Allocation_FE_F,MIN0923,1464 ISIT BSS Research & development (RD),MX_839_PL_MXN,Projects,GL_Supplier,1,Reliable Suppliers Group,CAD,CAD,110905.76,19.95,0,921.44,0,2025/02/15,2025/04/06,2025/10/01
XFZMP NAS INC,BSS,MF,Training,GL,Quantum Dynamics Group,6040000,RES,96501C,7956,200,N21_FE_V,MAJ20_Cascade_FE_F,MIN2043,1468 ISIT BSS Management,MX_589_PL_MXN,Cost Management,Sales Invoices,37,Professional Services Corp,GBP,MXN,1834.03,484.59,0,257.22,0,2024/10/18,2025/04/15,2025/07/20
ZXCDD BQQ INC,IN,IN DIR,Taxes,PO,Quantum Dynamics Group,6413000,MXA,96501C,7950,407,N30_ENERGY_V,MAJ20_Cascade_ENERGY_F,MIN0511,1460 ISIT BSS Methods & Sales (MS),BR_414_PL_BRL,MICH_EPW_GLJRNLINTF,GL_Accrual_Auto_Reversal,14,Mega Solutions LLC,MXN,USD,141299.15,301.1,0,617.56,0,2023/01/11,2024/07/15,2025/02/15
AWCAE FZT INC,IN,Maestro,External Resources,PO,Quantum Dynamics Group,6240000,RES,14661C,7956,511,N21_FE_V,MAJ16_Restructuring,MIN0960,1436 ISIT Infra Service Line EUX (End User Experience),CA_407_PL_CAD,MICH_CAW_GLJRNLINTF,GL_Accrual_Auto_Reversal,24,Modern Solutions LLC,EUR,BRL,970410.89,879.76,0,503.19,0,2023/09/15,2024/03/16,2025/06/15
HJDBJ YHW INC,BSS,EC,Other expenses,GL,Nexus Enterprise Holdings,6811010,MAN,14560B,7956,409,N81_MASA_F,MAJ02_Prod_Maint_Wages_V,MIN0420,9828 Other operational expenses & revenue non allocated,MX_839_PL_MXN,Spreadsheet,GL_Adjustment,21,Universal Supply Chain,BRL,CAD,902480.9,395.79,0,761.98,0,2024/12/09,2024/12/24,2025/08/16
XIRPT LDY INC,MQ,MQ,Taxes,INV,Quantum Dynamics Group,6211010,DDD,14600A,7950,723,N94_ENERGY_F,MAJ08_Industrial_Supplies_V,MIN0937,1440 ISIT Infra Data centre & applications platforms (DAP),,,GL_AutoPrepa_AutoReverse,11,Mega Solutions LLC,CAD,USD,258768.84,419.73,0,904.46,0,2025/01/06,2025/02/20,2025/05/13
GYTRC WED INC,DIR,DEV,Travels,GL,Quantum Dynamics Group,6448100,MTC,14680B,7956,0,N21_FE_V,MAJ06_Utilities_Energy_V,MIN2040,9828 Other operational expenses & revenue non allocated,CA_407_PL_CAD,MICH_CAW_GLJRNLINTF,GL_Payroll,7,Advanced Systems Group,BRL,USD,447553.23,991.78,0,826.99,0,2024/06/26,2024/09/27,2025/02/15
ISTZM SVV INC,BSS,DIR,Maintenance & Rental,PO,TechnoGlobal Industries,6416999,RIO,14360A,7956,415,N93_ENERGY_V,MAJ04_Salary_Labor_F,MIN0920,1466 ISIT BSS Supply Chain (SC),MX_839_PL_MXN,Payables,Addition,12,Quality Components Ltd,CAD,BRL,134076.79,78.63,0,715.58,0,2024/07/29,2024/09/01,2025/04/24
YVYWJ HJM INC,BSS,IN DIR,Internal,INV,Meridian Solutions Corp,6437110,LAV,14580B,7956,200,N70_DEPRECIATION_F,MAJ08_Industrial_Supplies_V,MIN0415,9650 Other operational expenses & revenues,CA_407_PL_CAD,MassAllocation,GL_Supplier,50,Professional Resources Ltd,CAD,USD,-8888.89,328.69,0,204.57,0,2025/01/17,2025/08/11,2025/10/09
ZQTLM UIA INC,IN,OTHER OP,External Resources,AP,Apex Innovations Ltd,6448101,MTC,14620A,7950,409,N70_DEPRECIATION_F,MAJ05_Maintenance_F,MIN0230,1462 ISIT BSS Production Sytems (PS),MX_589_PL_MXN,Assets,GL_Allocation,22,Dynamic Industries Inc,BRL,USD,394279.75,919.54,0,47.66,0,2023/04/16,2024/05/31,2024/08/26
HHQNQ ILD INC,DIR,EUX,Depreciation,AP,TechnoGlobal Industries,6240045,GRU,14480A,7950,723,N99_DEPRECIATION_F,MAJ08_Industrial_Supplies_V,MIN0920,1440 ISIT Infra Data centre & applications platforms (DAP),MX_839_PL_USD,Receivables,Addition,29,Mega Distribution Group,EUR,CAD,991973.09,864.61,0,358.88,0,2024/11/18,2025/05/28,2025/09/18
LHGNH JEJ INC,BSS,IN DIR,Capitalized production (PRIM),INV,Apex Innovations Ltd,6240005,PPC,14660A,7956,589,N30_ENERGY_V,MAJ09_Travel_F,MIN0521,1444 ISIT Infra Service Line NET (Network),CA_407_PL_CAD,,Write-off,21,Universal Supply Chain,MXN,BRL,26003.56,262.2,0,139.0,0,2023/02/08,2025/04/25,2025/05/21
IVYMQ KNH INC,DIR,Group ES,Taxes,PO,Nexus Enterprise Holdings,6745000,MTC,14520A,7950,511,N21_FE_V,MAJ09_Travel_F,MIN0511,1448 ISIT Infra Transverse operations (GOM),MX_839_PL_USD,CLL F189 INTEGRATED RCV,GL_Allocation_Auto_Revers,38,Dynamic Industries Inc,MXN,MXN,469493.21,906.77,0,228.46,0,2024/05/17,2024/09/24,2025/08/21
XNDVE FMG INC,MQ,IN DIR,Telecom Voice,AP,TechnoGlobal Industries,6419999,PP1,14680B,7956,589,N94_ENERGY_F,MAJ20_Cascade_DEPRECIATION_F,MIN1010,1458 ISIT BSS Entreprises Services (ES),US_415_PL_USD,MICH_CAW_GLJRNLINTF,CIP Adjustment,34,Optimal Distribution Co,GBP,USD,511344.35,924.19,0,21.77,0,2024/08/05,2024/12/15,2025/01/08
AJNEH ONP INC,IN,D1 DAP,Depreciation,AP,Apex Innovations Ltd,6163000,MAN,14720A,7956,723,N87_FE_F,MAJ08_Industrial_Supplies_V,MIN0830,1452 ISIT Infra Management,MX_589_PL_MXN,Cost Management,GL_Payroll_Auto_Reversal,32,Essential Services Co,CAD,MXN,97459.03,578.47,0,718.93,0,2023/01/21,2024/07/30,2024/11/29
TYVSM ZQU INC,DIR,Group EUX,Invoices sent,INV,Quantum Dynamics Group,6458201,PP1,14480A,7950,796,N11_MASA_F,MAJ20_Allocation_MASA_F,MIN0521,1432 ISIT Region Direction,BR_414_PL_BRL,MICH_CAW_GLJRNLINTF,GL_Supplier,4,Innovation Industries Corp,BRL,USD,984306.08,740.64,0,376.35,0,2025/10/26,2025/10/27,2025/10/29
PTCRL NVD INC,DIR,Group ES,Other expenses,PO,Meridian Solutions Corp,6745000,MAN,14661C,7950,407,N88_CESSIONS_DORD,MAJ20_Cascade_DEPRECIATION_F,MIN0830,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_MXN,Recurring,GL_Financial,49,Quality Components Ltd,GBP,CAD,548263.99,90.01,0,518.9,0,2024/09/23,2025/10/24,2025/10/31
WBPKJ ITB INC,IN,GOSM,Maintenance & Rental,AP,Apex Innovations Ltd,6468702,PPC,14440A,7950,0,N97_FE_F,MAJ03_Temporary_Other_Labor_V,MIN2062,1436 ISIT Infra Service Line EUX (End User Experience),BR_414_PL_BRL,MICH_CAW_GLJRNLINTF,Interface,30,Certified Distribution Corp,USD,MXN,962457.56,865.08,0,378.47,0,2024/05/24,2024/08/05,2025/04/18
UUYWS OTJ INC,BSS,OTHER OP,Other expenses,INV,Apex Innovations Ltd,6458201,MXA,14480A,7950,415,N93_ENERGY_V,MAJ06_Utilities_Energy_V,MIN0919,1472 Allocation unpaid intra group invoices by companies from South America,MX_589_PL_MXN,Spreadsheet,GL_Supplier,36,Advanced Materials Group,GBP,CAD,412794.87,587.04,0,254.05,0,2024/01/06,2024/02/19,2025/08/31
WAOOZ POB INC,BSS,NET,Taxes,PO,Nexus Enterprise Holdings,6447702,MAN,14480A,7956,0,N10_MASA_V,MAJ03_Temporary_Other_Labor_V,MIN0936,1468 ISIT BSS Management,BR_414_PL_BRL,Recurring,GL_Payroll,32,Reliable Suppliers Group,EUR,USD,973286.51,38.44,0,116.41,0,2023/09/02,2024/06/28,2024/09/26
HXFNX PHA INC,MQ,Security,Capitalized production (PRIM),GL,Quantum Dynamics Group,6417701,MTC,14600A,7950,0,N23_FE_TRAVEL_F,MAJ16_Restructuring,MIN0510,1448 ISIT Infra Transverse operations (GOM),US_415_PL_USD,Cost Management,Reclass,17,Innovation Industries Corp,EUR,MXN,418425.9,47.61,0,751.67,0,2023/12/09,2025/01/12,2025/01/13
RZNSN VAT INC,IN,Group EUX,Taxes,GL,Meridian Solutions Corp,6431000,MTC,14562Z,7956,407,N70_DEPRECIATION_F,MAJ15_Depreciation_F,MIN2063,1432 ISIT Region Direction,BR_414_PL_BRL,,Labor Cost,32,Integrated Solutions Ltd,USD,CAD,311056.37,310.78,0,381.25,0,2025/03/24,2025/07/11,2025/08/28
QPGSQ UMS INC,MQ,QPO,Invoices sent,INV,Meridian Solutions Corp,6448201,PPC,14480B,7956,567,N70_DEPRECIATION_F,MAJ07_Transportation_V,MIN1630,1432 ISIT Region Direction,CA_407_PL_CAD,Projects,Debit Memos,33,Universal Supply Chain,BRL,MXN,731920.89,743.2,0,748.64,0,2025/02/26,2025/05/04,2025/10/09
BUOKD CUX INC,BSS,GOSM,Capitalized production (PRIM),PO,Apex Innovations Ltd,6436115,MTC,14620A,7956,589,N70_DEPRECIATION_F,MAJ09_General_Overhead_F,MIN0435,9815 Expenses to be reinvoiced or reallocated,MX_589_PL_MXN,Manual,Addition,48,Prime Logistics Partners,CAD,BRL,517114.24,278.98,0,471.74,0,2023/10/22,2024/12/13,2025/06/26
GJDXG BUB INC,MQ,DEV,Travels,INV,Apex Innovations Ltd,6468702,GRU,14400A,7950,589,N30_ENERGY_V,MAJ09_General_Overhead_V,MIN0965,1460 ISIT BSS Methods & Sales (MS),MX_839_PL_MXN,Recurring,Interface,37,First Class Manufacturing,GBP,CAD,949944.26,585.68,0,865.17,0,2024/01/03,2024/03/15,2025/10/29
NXIVA CVA INC,MQ,Group ES,Capitalized production (PRIM),PA,TechnoGlobal Industries,6468703,RIO,14660A,7956,589,N88_CESSIONS_DORD,MAJ16_FA_Disposal,MIN2040,1468 ISIT BSS Management,MX_839_PL_MXN,Receivables,GL_Accrual_Auto_Reversal,11,Integrated Solutions Ltd,EUR,BRL,214885.44,420.61,0,200.49,0,2025/03/01,2025/09/13,2025/09/27
IDHKW WRB INC,DIR,Maestro,Training,PA,TechnoGlobal Industries,6457208,MTC,14580B,7956,407,N87_FE_F,MAJ15_Depreciation_F,MIN0840,1444 ISIT Infra Service Line NET (Network),MX_839_PL_MXN,Recurring,GL_Intercompany_Reversal,48,Modern Solutions LLC,USD,BRL,181085.35,59.14,0,133.66,0,2024/12/11,2025/05/15,2025/07/23
CSDDS TNR INC,IN,ACC,Internal,PA,Meridian Solutions Corp,6438010,PP1,98158Z,7950,409,N22_FE_F,MAJ09_General_Overhead_V,MIN0919,1440 ISIT Infra Data centre & applications platforms (DAP),MX_839_PL_USD,Payables,Retirement,45,Global Resources Ltd,GBP,CAD,541244.98,225.94,0,999.7,0,2024/02/16,2025/09/24,2025/10/31
JLKMZ GAP INC,MQ,RD,Maintenance & Rental,PA,Quantum Dynamics Group,6466201,MTC,14440A,7950,415,N30_ENERGY_V,MAJ20_Cascade_ENERGY_F,MIN0956,1440 ISIT Infra Data centre & applications platforms (DAP),CA_407_PL_CAD,MassAllocation,Addition,37,Quality First Industries,CAD,CAD,845761.15,509.17,0,510.29,0,2025/09/21,2025/09/21,2025/10/15
JZJRC UHQ INC,BSS,D1 DAP,Maintenance & Rental,INV,TechnoGlobal Industries,6115700,MAN,14480A,7950,407,N87_FE_F,MAJ09_General_Overhead_F,MIN0936,1464 ISIT BSS Research & development (RD),MX_839_PL_MXN,,GL_Adjustment,1,Dynamic Solutions Group,MXN,MXN,62325.98,446.16,0,389.58,0,2023/11/07,2024/10/31,2025/07/20
UCUST SZS INC,MQ,ACC,Capitalized production (PRIM),PA,Apex Innovations Ltd,6170000,MAN,14360B,7950,567,N93_ENERGY_V,MAJ15_Depreciation_F,MIN0970,1448 ISIT Infra Transverse operations (GOM),MX_589_PL_MXN,Recurring,Depreciation,25,Professional Services Corp,USD,MXN,209899.34,657.84,0,918.73,0,2023/05/31,2024/11/04,2025/04/19
FHYZJ CAE INC,MQ,ACC,External Resources,PO,TechnoGlobal Industries,6447704,MTC,14360B,7950,415,N88_CESSIONS_DORD,MAJ16_FA_Disposal,MIN0917,1466 ISIT BSS Supply Chain (SC),,Cost Management,Usage Cost,25,Premier Logistics Co,USD,MXN,696254.03,354.66,0,81.9,0,2023/05/01,2025/02/19,2025/02/22
CKYLF OPF INC,IN,Group ES,Travels,GL,Apex Innovations Ltd,6021015,PPC,14620A,7956,723,N97_FE_F,MAJ20_Cascade_ENERGY_F,MIN1630,9815 Expenses to be reinvoiced or reallocated,,Manual,Interface,28,Professional Services Corp,EUR,BRL,932921.57,835.0,0,559.8,0,2025/01/09,2025/03/16,2025/03/30
XUGFF KEQ INC,DIR,Maestro,Other expenses,PO,Apex Innovations Ltd,9860205,PP1,14320J,7956,511,N10_MASA_V,MAJ20_Cascade_FE_F,MIN0415,1458 ISIT BSS Entreprises Services (ES),MX_839_PL_USD,Recurring,Interface,16,Elite Distribution Corp,USD,MXN,500271.3,577.61,0,812.96,0,2025/03/17,2025/09/26,2025/10/22
QGQYC AUJ INC,MQ,RD,Purchases,GL,Quantum Dynamics Group,6470100,CGR,14320G,7950,0,N30_ENERGY_V,MAJ06_Utilities_Energy_V,MIN0918,9828 Other operational expenses & revenue non allocated,,Projects,Usage Cost,38,Excellence Products Co,MXN,MXN,756665.46,60.32,0,494.48,0,2024/11/29,2025/07/20,2025/08/31
UCYLA TOE INC,MQ,Group EUX,Other expenses,AP,TechnoGlobal Industries,6447703,MXA,14520A,7950,0,N94_ENERGY_F,MAJ10_Advertising_F,MIN0925,9650 Other operational expenses & revenues,MX_839_PL_MXN,MICH_EPW_GLJRNLINTF,GL_Intercompany_Reversal,13,Professional Resources Ltd,BRL,CAD,846113.38,162.98,0,669.2,0,2024/01/16,2025/07/13,2025/09/12
SVBSF AZV INC,BSS,Maestro,Internal,INV,Quantum Dynamics Group,6311100,PPC,14480B,7956,407,N23_FE_TRAVEL_F,MAJ06_Utilities_Energy_V,MIN0810,1432 ISIT Region Direction,US_415_PL_USD,MassAllocation,Receiving,17,Elite Distribution Corp,MXN,CAD,10141.58,565.19,0,457.42,0,2025/03/14,2025/05/28,2025/09/14
FBTIF RBQ INC,IN,MASS ALLOC,Capitalized production (PRIM),GL,Meridian Solutions Corp,6811200,MAN,14320F,7950,200,N93_ENERGY_V,MAJ10_Advertising_F,MIN1120,1462 ISIT BSS Production Sytems (PS),US_415_PL_USD,Assets,GL_Financial,28,Integrated Manufacturing,CAD,USD,589202.53,335.16,0,684.25,0,2024/05/17,2025/04/13,2025/10/31
WZHNM LWX INC,MQ,SC,Salaries,PO,Meridian Solutions Corp,6818000,PPC,14340A,7950,723,N70_DEPRECIATION_F,MAJ10_Advertising_F,MIN2076,1460 ISIT BSS Methods & Sales (MS),MX_839_PL_MXN,MICH_CAW_GLJRNLINTF,Retirement,38,Superior Technologies Inc,BRL,MXN,380981.49,286.72,0,28.16,0,2024/12/07,2025/01/05,2025/09/04
FCBQO AKJ INC,MQ,OPEN,Maintenance & Rental,GL,Quantum Dynamics Group,9860900,LAV,96501B,7950,511,N87_FE_F,MAJ20_Allocation_FE_F,MIN0845,1432 ISIT Region Direction,MX_839_PL_MXN,Recurring,Usage Cost,29,Global Resources Ltd,GBP,CAD,512199.9,812.52,0,789.02,0,2025/06/29,2025/10/18,2025/10/30
QTWSP HJM INC,DIR,GOSM,Other expenses,PO,TechnoGlobal Industries,6475100,LAV,14480A,7956,723,N30_ENERGY_V,MAJ20_Cascade_ENERGY_F,MIN0505,9828 Other operational expenses & revenue non allocated,MX_589_PL_MXN,Assets,Labor Cost,48,Mega Distribution Group,MXN,MXN,806733.18,134.66,0,695.07,0,2023/12/06,2025/03/12,2025/07/13
